Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,Duration Score (3),Maturity Score (3),YTM Score (3),Credit Score (3),Debt Quality (12),Std Dev Score (3),Sharpe Score (3),Sortino Score (3),Mean Return Score (3),Risk & Return (12),Num Stocks Score (2.5),Top10 Score (2.5),Top5 Score (2.5),Top3 Sectors Score (2.5),Diversification (10),PE Score (2),PB Score (2),Valuation (4),Num Securities Score (2),Portfolio Breadth (2),Total Score (40),Risk Category,Fund Rating
Samco Dynamic Asset Allocation Reg,hybrid,Dynamic Asset Allocation,Regular,-0.48,,,Hybrid: Dynamic Asset Allocation,1.77,,,,,,,,5.8,0.54,GOI/Cash,0.56,25,https://www.valueresearchonline.com/funds/43871/,INF0K1H01099,152187,2,3,1,3,9,1,1,1,1,4,2.5,2,2,1.5,8,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
Shriram Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-1.33,6.15,5.92,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.07,10.95,6.58,7.47,1.96,GOI/Cash,2.18,25,https://www.valueresearchonline.com/funds/40001/,INF680P01174,147405,2,2,2,3,9,2,1,1,2,6,2,1.5,2,2,7.5,2,1.5,3.5,1.5,1.5,27.5,Low Risk,Good
Sundaram Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,0.31,8.67,8.18,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.2,0.28,9.25,8.45,7.04,3.75,AAA,5.62,25,https://www.valueresearchonline.com/funds/11824/,,148024,2,2,2,3,9,2,1,1,2,6,2,2,2,2,8,1.5,1.5,3,1.5,1.5,27.5,Low Risk,Good
Tata Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,3.45,9.19,9.06,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.37,8.41,8.95,7.67,4.12,AAA,7.43,25,https://www.valueresearchonline.com/funds/38705/,INF277K010S4,146007,2,2,2,3,9,2,1,1,2,6,2,2.5,2.5,2,9,1.5,1.5,3,2,2,29,Low Risk,Good
The Wealth Company Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,,,,Hybrid: Dynamic Asset Allocation,,,,,,,,,,,AAA,,25,https://www.valueresearchonline.com/funds/45769/,INF2F0001446,154183,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
UTI Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-1.09,,,Hybrid: Dynamic Asset Allocation,1.77,,,,,,,,7.13,1.59,AAA,1.8,25,https://www.valueresearchonline.com/funds/43664/,INF789F1AYT7,151882,2,2,1,3,8,1,1,1,1,4,2,2,2,2,8,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
UTI Unit Linked Insurance Reg,hybrid,Dynamic Asset Allocation,Regular,-0.24,7.11,6.6,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.13,6.54,6.71,7.63,5.42,AAA,8.49,25,https://www.valueresearchonline.com/funds/222/,INF955L01IY6,100646,1,1,2,3,7,2,1,1,2,6,2,2,2,2.5,8.5,1,1,2,1.5,1.5,25,Moderate Risk,Average
Unifi Dynamic Asset Allocation Reg,hybrid,Dynamic Asset Allocation,Regular,7.17,,,Hybrid: Dynamic Asset Allocation,1.77,,,,,,,,10.45,1.37,AAA,1.89,25,https://www.valueresearchonline.com/funds/45025/,INF1MIY01023,153377,2,2,3,3,10,1,1,1,1,4,2.5,2,2,2.5,9,2,2,4,2,2,29,Low Risk,Good
Union Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,1.75,8.19,7.22,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.23,8.82,7.88,7.01,2.82,AAA,3.5,25,https://www.valueresearchonline.com/funds/34860/,INF582M01DI0,142035,2,2,2,3,9,2,1,1,2,6,2,2.5,2.5,2,9,1.5,1.5,3,1.5,1.5,28.5,Low Risk,Good
WhiteOak Capital Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,1.82,10.75,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,,0.53,8.89,10.58,6.98,2.15,AAA,2.46,25,https://www.valueresearchonline.com/funds/43007/,INF03VN01720,151268,2,2,2,3,9,2,2,2,2,8,2.5,2,2,2,8.5,1.5,1.5,3,2,2,30.5,Low Risk,Good
ABSL Equity Savings Dir,hybrid,Equity Savings,Direct,6.21,8.76,7.56,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.84,3.21,8.57,7.37,1.6,GOI/Cash,1.9,25,https://www.valueresearchonline.com/funds/28671/,INF209KA1TP9,132995,2,2,2,3,9,3,2,2,2,9,1,2,1,1,5,1.5,1.5,3,1.5,1.5,27.5,Low Risk,Good
Axis Equity Savings Dir,hybrid,Equity Savings,Direct,5.04,10.34,9.08,Hybrid: Equity Savings,5.03,9.69,8.86,,1.08,0.69,5.67,9.75,7.37,3.04,AAA,3.85,25,https://www.valueresearchonline.com/funds/30703/,INF846K01VJ3,135120,2,2,2,3,9,2,2,2,2,8,1,1.5,1,1,4.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Bajaj Finserv Equity Savings Dir,hybrid,Equity Savings,Direct,,,,Hybrid: Equity Savings,,,,,,,,,7.17,0.5,GOI/Cash,0.5,25,https://www.valueresearchonline.com/funds/45398/,INF0QA701BT9,153758,3,3,1,3,10,1,1,1,1,4,1,1.5,1,1,4.5,1.5,1.5,3,1.5,1.5,23,Moderate Risk,Average
Bandhan Equity Savings Dir,hybrid,Equity Savings,Direct,4.56,7.79,7.31,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.65,2.57,7.52,7.46,2.31,GOI/Cash,2.82,25,https://www.valueresearchonline.com/funds/17857/,INF194K01Z02,118477,2,2,2,3,9,3,2,2,2,9,1,2,1,1,5,1.5,1.5,3,1.5,1.5,27.5,Low Risk,Good
Baroda BNP Paribas Equity Svngs Dir,hybrid,Equity Savings,Direct,5.15,10.05,8.91,Hybrid: Equity Savings,5.03,9.69,8.86,,1.14,0.66,6.04,9.88,7.39,2.66,AAA,3.11,25,https://www.valueresearchonline.com/funds/40120/,INF955L01IL3,147496,2,2,2,3,9,2,1,1,2,6,1,2,1,1,5,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
DSP Equity Savings Dir,hybrid,Equity Savings,Direct,3.34,9.56,8.7,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.84,4,9.21,6.74,2.41,GOI/Cash,4.82,25,https://www.valueresearchonline.com/funds/32141/,INF740KA1504,136567,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,2,1.5,3.5,2,2,27.5,Low Risk,Good
Edelweiss Equity Savings Dir,hybrid,Equity Savings,Direct,8.57,11.85,10.24,Hybrid: Equity Savings,5.03,9.69,8.86,,0.78,1.21,4.34,11.13,7.01,1.11,GOI/Cash,1.25,25,https://www.valueresearchonline.com/funds/28229/,INF843K01KC8,140347,2,3,2,3,10,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,2,2,28,Low Risk,Good
Franklin India Equity Savings Dir,hybrid,Equity Savings,Direct,4.34,8.11,7.93,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.76,2.72,7.94,7.42,2.83,AAA,4,25,https://www.valueresearchonline.com/funds/37266/,INF090I01PD7,144466,2,1,2,3,8,1,1,1,1,4,1,2,1,1,5,1.5,1.5,3,1.5,1.5,21.5,Moderate Risk,Average
HDFC Equity Savings Dir,hybrid,Equity Savings,Direct,3.68,9.59,9.2,Hybrid: Equity Savings,5.03,9.69,8.86,,0.99,0.63,5.32,9.23,7.48,2.99,AAA,3.57,25,https://www.valueresearchonline.com/funds/16118/,INF179K01XT4,119128,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,1.5,1.5,26.5,Moderate Risk,Average
HSBC Equity Savings Dir,hybrid,Equity Savings,Direct,13.26,14.12,12.09,Hybrid: Equity Savings,5.03,9.69,8.86,,0.97,0.96,8.05,13.6,6.81,2.03,GOI/Cash,2.26,25,https://www.valueresearchonline.com/funds/16283/,INF917K01GE4,151060,2,2,2,3,9,2,2,1,2,7,1,2,1,1,5,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
ICICI Pru Equity Savings Dir,hybrid,Equity Savings,Direct,3.45,7.77,7.79,Hybrid: Equity Savings,5.03,9.69,8.86,,0.54,0.57,3,7.58,7.51,3.84,GOI/Cash,7.31,25,https://www.valueresearchonline.com/funds/28745/,INF109K01O82,120398,2,2,1,3,8,3,2,2,2,9,1,1.5,1,1,4.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Invesco India Equity Savings Dir,hybrid,Equity Savings,Direct,-0.32,9.55,8.36,Hybrid: Equity Savings,5.03,9.69,8.86,,1.09,0.54,6.36,9.31,7.2,2.75,AAA,3.48,25,https://www.valueresearchonline.com/funds/39161/,INF205KA1049,146457,2,2,2,3,9,2,1,1,2,6,1,2,1,1,5,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
Kotak Equity Savings Dir,hybrid,Equity Savings,Direct,6.3,11.11,10.7,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.79,6.32,10.84,7.39,1.9,AAA,2.73,25,https://www.valueresearchonline.com/funds/28168/,INF174K01D28,131373,2,2,2,3,9,2,2,1,2,7,1,2,1,1,5,2,1.5,3.5,2,2,26.5,Moderate Risk,Average
LIC MF Equity Savings Dir,hybrid,Equity Savings,Direct,2.79,9.71,8.22,Hybrid: Equity Savings,5.03,9.69,8.86,,1.23,0.54,7.24,9.81,,,GOI/Cash,,25,https://www.valueresearchonline.com/funds/16516/,INF397L01AZ5,151952,1,1,1,3,6,2,1,1,2,6,1,2.5,1,1,5.5,2,1.5,3.5,1.5,1.5,22.5,Moderate Risk,Average
Mahindra Manulife Equity Savings Dir,hybrid,Equity Savings,Direct,6.78,10.92,9.87,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.83,5.58,10.49,7.33,2.05,AAA,2.45,25,https://www.valueresearchonline.com/funds/33353/,INF174V01184,140444,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,1.5,1.5,26.5,Moderate Risk,Average
Mirae Asset Equity Savings Dir,hybrid,Equity Savings,Direct,5.84,11.16,9.98,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.76,6.34,10.68,6.25,2.63,AAA,3.57,25,https://www.valueresearchonline.com/funds/38387/,INF769K01EK1,145693,2,2,1,3,8,2,2,2,2,8,1,2.5,1,1,5.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Nippon India Equity Savings Dir,hybrid,Equity Savings,Direct,4.43,7.87,7.73,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.42,3.83,7.47,7.43,2.97,GOI/Cash,3.54,25,https://www.valueresearchonline.com/funds/30217/,INF204KA1W85,134595,2,2,2,3,9,2,2,2,2,8,1,1.5,1,1,4.5,1.5,1.5,3,1.5,1.5,26,Moderate Risk,Average
Nippon India Equity Savings Seg Port 1 Direct,hybrid,Equity Savings,Direct,,,,,,,,,,,,,,,C,,0,https://www.valueresearchonline.com/funds/40321/,INF204KB11E7,147697,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
Nippon India Equity Savings Seg Port 2 Direct,hybrid,Equity Savings,Direct,,,,,,,,,,,,,7.12,2.77,C,3.31,0,https://www.valueresearchonline.com/funds/40865/,INF204KB18R4,148274,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
PGIM India Equity Savings Dir,hybrid,Equity Savings,Direct,3.66,6.9,6.8,Hybrid: Equity Savings,5.03,9.69,8.86,,0.51,0.2,3.09,6.48,7.13,,GOI/Cash,5.57,25,https://www.valueresearchonline.com/funds/16392/,INF223J01QD0,138376,1,2,2,3,8,3,1,1,1,6,1,1,1,1,4,1.5,1.5,3,1.5,1.5,22.5,Moderate Risk,Average
Quant Equity Savings Dir,hybrid,Equity Savings,Direct,,,,Hybrid: Equity Savings,,,,,,,,,,,GOI/Cash,,16,https://www.valueresearchonline.com/funds/45353/,INF966L01EC8,153705,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1.5,1.5,3,1,1,18,Moderately High Risk,Average
SBI Equity Savings Dir,hybrid,Equity Savings,Direct,3.72,9.97,8.96,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.74,5.4,9.88,7.51,1.43,AAA,1.61,25,https://www.valueresearchonline.com/funds/30277/,INF200KA1DF3,134643,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,2,2,27,Low Risk,Good
Sundaram Equity Savings Dir,hybrid,Equity Savings,Direct,2.51,10.84,10.16,Hybrid: Equity Savings,5.03,9.69,8.86,,1.1,0.75,6.22,10.52,6.54,2.13,GOI/Cash,2.75,25,https://www.valueresearchonline.com/funds/16819/,INF903J017I5,134363,2,2,1,3,8,2,2,2,2,8,1,1.5,1,1,4.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
UTI Equity Savings Dir,hybrid,Equity Savings,Direct,4.45,9.82,9.64,Hybrid: Equity Savings,5.03,9.69,8.86,,0.79,0.72,5.07,9.52,6.26,2.43,GOI/Cash,2.76,25,https://www.valueresearchonline.com/funds/37353/,INF789F1A777,144490,2,2,1,3,8,2,2,2,2,8,1,2,1,1,5,2,1.5,3.5,1.5,1.5,26,Moderate Risk,Average
Union Equity Savings Dir,hybrid,Equity Savings,Direct,3.81,7.72,6.85,Hybrid: Equity Savings,5.03,9.69,8.86,,,0.3,4.9,7.35,6.66,2.19,GOI/Cash,2.59,25,https://www.valueresearchonline.com/funds/37122/,INF582M01EC1,144312,2,2,1,3,8,2,1,1,2,6,1,2,1,1,5,1.5,1.5,3,1.5,1.5,23.5,Moderate Risk,Average
WhiteOak Capital Equity Savings Dir,hybrid,Equity Savings,Direct,9.09,,,Hybrid: Equity Savings,5.03,,,,,,,,6.99,4.64,GOI/Cash,6.02,25,https://www.valueresearchonline.com/funds/44999/,INF03VN01AB7,153355,2,2,2,3,9,1,1,1,1,4,1,2,1,1,5,1.5,1.5,3,2,2,23,Moderate Risk,Average
ABSL Equity Savings Reg,hybrid,Equity Savings,Regular,5.68,8.18,6.76,Hybrid: Equity Savings,4,8.63,7.77,,,0.67,3.2,8.02,7.37,1.6,GOI/Cash,1.9,25,https://www.valueresearchonline.com/funds/28669/,INF209KA1TS3,132998,2,2,2,3,9,3,2,2,2,9,1,2,1,1,5,1.5,1.5,3,1.5,1.5,27.5,Low Risk,Good
Axis Equity Savings Reg,hybrid,Equity Savings,Regular,3.78,9,7.7,Hybrid: Equity Savings,4,8.63,7.77,,1.08,0.47,5.66,8.5,7.37,3.04,AAA,3.85,25,https://www.valueresearchonline.com/funds/30700/,INF846K01VO3,135122,2,2,2,3,9,2,2,2,2,8,1,1.5,1,1,4.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Bajaj Finserv Equity Savings Reg,hybrid,Equity Savings,Regular,,,,Hybrid: Equity Savings,,,,,,,,,7.17,0.5,GOI/Cash,0.5,25,https://www.valueresearchonline.com/funds/45396/,INF0QA701BQ5,153769,3,3,1,3,10,1,1,1,1,4,1,1.5,1,1,4.5,1.5,1.5,3,1.5,1.5,23,Moderate Risk,Average
Bandhan Equity Savings Reg,hybrid,Equity Savings,Regular,3.61,6.78,6.26,Hybrid: Equity Savings,4,8.63,7.77,,,0.28,2.56,6.57,7.46,2.31,GOI/Cash,2.82,25,https://www.valueresearchonline.com/funds/7762/,INF194K01581,108995,2,2,2,3,9,3,2,2,2,9,1,2,1,1,5,1.5,1.5,3,1.5,1.5,27.5,Low Risk,Good
Baroda BNP Paribas Equity Svngs Reg,hybrid,Equity Savings,Regular,3.97,8.85,7.73,Hybrid: Equity Savings,4,8.63,7.77,,1.14,0.48,6.04,8.77,7.39,2.66,AAA,3.11,25,https://www.valueresearchonline.com/funds/40118/,INF955L01II9,147494,2,2,2,3,9,2,1,1,2,6,1,2,1,1,5,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
DSP Equity Savings Reg,hybrid,Equity Savings,Regular,2.45,8.62,7.7,Hybrid: Equity Savings,4,8.63,7.77,,,0.62,4,8.35,6.74,2.41,GOI/Cash,4.82,25,https://www.valueresearchonline.com/funds/32137/,INF740KA1439,136563,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,2,1.5,3.5,2,2,27.5,Low Risk,Good
Edelweiss Equity Savings Reg,hybrid,Equity Savings,Regular,7.52,10.75,8.99,Hybrid: Equity Savings,4,8.63,7.77,,0.78,0.98,4.33,10.13,7.01,1.11,GOI/Cash,1.25,25,https://www.valueresearchonline.com/funds/28226/,INF843K01KG9,140351,2,3,2,3,10,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,2,2,28,Low Risk,Good
Franklin India Equity Savings Reg,hybrid,Equity Savings,Regular,3.52,7.25,6.86,Hybrid: Equity Savings,4,8.63,7.77,,,0.47,2.71,7.13,7.42,2.83,AAA,4,25,https://www.valueresearchonline.com/funds/37262/,INF205KA1015,126894,2,1,2,3,8,1,1,1,1,4,1,2,1,1,5,1.5,1.5,3,1.5,1.5,21.5,Moderate Risk,Average
HDFC Equity Savings Reg,hybrid,Equity Savings,Regular,2.71,8.57,8.21,Hybrid: Equity Savings,4,8.63,7.77,,0.99,0.46,5.32,8.29,7.48,2.99,AAA,3.57,25,https://www.valueresearchonline.com/funds/2374/,INF740KA1447,136564,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,1.5,1.5,26.5,Moderate Risk,Average
HSBC Equity Savings Reg,hybrid,Equity Savings,Regular,12.31,13.12,11.11,Hybrid: Equity Savings,4,8.63,7.77,,0.97,0.85,8.05,12.71,6.81,2.03,GOI/Cash,2.26,25,https://www.valueresearchonline.com/funds/13338/,INF917K01AA5,151058,2,2,2,3,9,2,2,1,2,7,1,2,1,1,5,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
ICICI Pru Equity Savings,hybrid,Equity Savings,Regular,2.94,7.26,7.24,Hybrid: Equity Savings,4,8.63,7.77,,0.54,0.42,2.98,7.1,7.51,3.84,GOI/Cash,7.31,25,https://www.valueresearchonline.com/funds/28743/,,126677,2,2,1,3,8,3,2,2,2,9,1,1.5,1,1,4.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Invesco India Equity Savings Reg,hybrid,Equity Savings,Regular,-1.86,7.86,6.64,Hybrid: Equity Savings,4,8.63,7.77,,1.09,0.3,6.35,7.74,7.2,2.75,AAA,3.48,25,https://www.valueresearchonline.com/funds/39159/,INF205KA1023,146456,2,2,2,3,9,2,1,1,2,6,1,2,1,1,5,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
Kotak Equity Savings Reg,hybrid,Equity Savings,Regular,5.17,9.9,9.53,Hybrid: Equity Savings,4,8.63,7.77,,,0.61,6.32,9.74,7.39,1.9,AAA,2.73,25,https://www.valueresearchonline.com/funds/28165/,INF174K01C78,131372,2,2,2,3,9,2,2,1,2,7,1,2,1,1,5,2,1.5,3.5,2,2,26.5,Moderate Risk,Average
LIC MF Equity Savings Reg,hybrid,Equity Savings,Regular,1.68,8.58,7.13,Hybrid: Equity Savings,4,8.63,7.77,,1.23,0.4,7.24,8.77,,,GOI/Cash,,25,https://www.valueresearchonline.com/funds/12137/,INF397L01315,151950,1,1,1,3,6,2,1,1,2,6,1,2.5,1,1,5.5,2,1.5,3.5,1.5,1.5,22.5,Moderate Risk,Average
Mahindra Manulife Equity Savings Reg,hybrid,Equity Savings,Regular,5.06,9.11,7.99,Hybrid: Equity Savings,4,8.63,7.77,,,0.53,5.57,8.83,7.33,2.05,AAA,2.45,25,https://www.valueresearchonline.com/funds/33351/,INF174V01150,140447,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,1.5,1.5,26.5,Moderate Risk,Average
Mirae Asset Equity Savings Reg,hybrid,Equity Savings,Regular,4.79,10.07,8.89,Hybrid: Equity Savings,4,8.63,7.77,,,0.6,6.34,9.69,6.25,2.63,AAA,3.57,25,https://www.valueresearchonline.com/funds/38385/,INF769K01EI5,145695,2,2,1,3,8,2,2,2,2,8,1,2.5,1,1,5.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Nippon India Equity Savings Reg,hybrid,Equity Savings,Regular,3.35,6.83,6.74,Hybrid: Equity Savings,4,8.63,7.77,,,0.16,3.83,6.49,7.43,2.97,GOI/Cash,3.54,25,https://www.valueresearchonline.com/funds/30212/,INF205KA1015,146455,2,2,2,3,9,2,2,2,2,8,1,1.5,1,1,4.5,1.5,1.5,3,1.5,1.5,26,Moderate Risk,Average
Nippon India Equity Savings Seg Port 1 Reg,hybrid,Equity Savings,Regular,,,,,,,,,,,,,,,C,,0,https://www.valueresearchonline.com/funds/40316/,INF204KB19E0,147700,,,,,,,,,,,,,,,,,,,,,,,
Nippon India Equity Savings Seg Port 2 Reg,hybrid,Equity Savings,Regular,,,,,,,,,,,,,7.12,2.77,C,3.31,0,https://www.valueresearchonline.com/funds/40860/,INF204KB16S6,148280,,,,,,,,,,,,,,,,,,,,,,,
PGIM India Equity Savings Reg,hybrid,Equity Savings,Regular,2.9,6.07,5.93,Hybrid: Equity Savings,4,8.63,7.77,,0.51,-0.05,3.09,5.71,7.13,,GOI/Cash,5.57,25,https://www.valueresearchonline.com/funds/2059/,,142428,1,2,2,3,8,3,1,1,1,6,1,1,1,1,4,1.5,1.5,3,1.5,1.5,22.5,Moderate Risk,Average
Quant Equity Savings Reg,hybrid,Equity Savings,Regular,,,,Hybrid: Equity Savings,,,,,,,,,,,GOI/Cash,,16,https://www.valueresearchonline.com/funds/45351/,INF966L01EF1,153707,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1.5,1.5,3,1,1,18,Moderately High Risk,Average
SBI Equity Savings Reg,hybrid,Equity Savings,Regular,3.15,9.38,8.38,Hybrid: Equity Savings,4,8.63,7.77,,,0.64,5.4,9.33,7.51,1.43,AAA,1.61,25,https://www.valueresearchonline.com/funds/30274/,INF200KA1DA4,134644,2,2,2,3,9,2,2,2,2,8,1,2,1,1,5,1.5,1.5,3,2,2,27,Low Risk,Good
Sundaram Equity Savings Reg,hybrid,Equity Savings,Regular,0.99,9.12,8.39,Hybrid: Equity Savings,4,8.63,7.77,,1.1,0.49,6.21,8.93,6.54,2.13,GOI/Cash,2.75,25,https://www.valueresearchonline.com/funds/1306/,INF903J016H9,134356,2,2,1,3,8,2,2,2,2,8,1,1.5,1,1,4.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
UTI Equity Savings Reg,hybrid,Equity Savings,Regular,3.42,8.8,8.67,Hybrid: Equity Savings,4,8.63,7.77,,0.79,0.54,5.07,8.58,6.26,2.43,GOI/Cash,2.76,25,https://www.valueresearchonline.com/funds/37349/,INF789F1A744,144484,2,2,1,3,8,2,2,2,2,8,1,2,1,1,5,2,1.5,3.5,1.5,1.5,26,Moderate Risk,Average
Union Equity Savings Reg,hybrid,Equity Savings,Regular,3.3,7.17,6.27,Hybrid: Equity Savings,4,8.63,7.77,,,0.2,4.89,6.85,6.66,2.19,GOI/Cash,2.59,25,https://www.valueresearchonline.com/funds/37120/,INF582M01EG2,144310,2,2,1,3,8,2,1,1,2,6,1,2,1,1,5,1.5,1.5,3,1.5,1.5,23.5,Moderate Risk,Average
WhiteOak Capital Equity Savings Reg,hybrid,Equity Savings,Regular,7.47,,,Hybrid: Equity Savings,4,,,,,,,,6.99,4.64,GOI/Cash,6.02,25,https://www.valueresearchonline.com/funds/44998/,INF03VN01AC5,153356,2,2,2,3,9,1,1,1,1,4,1,2,1,1,5,1.5,1.5,3,2,2,23,Moderate Risk,Average
360 ONE Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,7.48,3.36,AAA,5.27,25,https://www.valueresearchonline.com/funds/45414/,INF579M01BM2,153774,2,2,2,3,9,1,1,1,1,4,1.5,1.5,1.5,2.5,7,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
ABSL Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,15.4,17.6,,Hybrid: Multi Asset Allocation,12.45,16.84,,,,1.09,10.28,17.03,7.3,1.76,AAA,2.04,25,https://www.valueresearchonline.com/funds/43042/,INF209KB15R9,151307,2,3,2,3,10,2,2,2,3,9,2,2,2,2,8,1.5,1.5,3,1.5,1.5,31.5,Low Risk,Good
ABSL Multi-Asset Omni FoF Dir*,hybrid,Multi Asset Allocation,Direct,13.5,18.42,14.24,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.09,10.88,17.77,,,AAA,,10,https://www.valueresearchonline.com/funds/16889/,INF084M01DM9,131865,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
ABSL Multi-Asset Passive FoF Dir*,hybrid,Multi Asset Allocation,Direct,10.91,17.3,,Hybrid: Multi Asset Allocation,12.45,16.84,,,,0.97,11.29,16.82,,,GOI/Cash,,9,https://www.valueresearchonline.com/funds/42609/,INF209KB15M0,150688,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
Axis Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,12.81,14.34,11.3,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,0.87,0.85,9.83,14.23,7.15,1.93,AAA,2.31,25,https://www.valueresearchonline.com/funds/15693/,INF846K01EV4,120524,2,2,2,3,9,2,2,2,2,8,2,2,1.5,2,7.5,1.5,1.5,3,1.5,1.5,29,Low Risk,Good
Axis Multi-Asset Active FoF Dir*,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,14,https://www.valueresearchonline.com/funds/45610/,INF846KA1366,153960,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Bajaj Finserv Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,12.4,,,Hybrid: Multi Asset Allocation,12.45,,,,0.99,,,,7.32,1.31,AAA,1.43,25,https://www.valueresearchonline.com/funds/44329/,INF0QA701821,152639,2,2,2,3,9,1,1,1,1,4,2,1.5,2,2,7.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Bandhan Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,17.76,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.34,,GOI/Cash,2.5,25,https://www.valueresearchonline.com/funds/44030/,INF194KB1HM7,152324,2,1,1,3,7,1,1,1,1,4,2.5,2,2,2,8.5,1.5,1.5,3,2,2,24.5,Moderate Risk,Average
Bandhan Multi-Asset Passive FoF Dir,hybrid,Multi Asset Allocation,Direct,4.66,10.75,9.42,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,0.68,7.45,10.94,,,GOI/Cash,,1,https://www.valueresearchonline.com/funds/17861/,INF194K019A3,118489,1,1,1,3,6,2,2,2,2,8,1,1,1,1,4,1,1,2,1,1,21,Moderate Risk,Average
