Stock_Name,Symbol,ISIN,BSE_Code,Sector,Industry,Market_Cap(crores),Market_Cap_Category,Star_Rating,Quality_Score,Growth_Score,Valuation_Score,Momentum_Score,ROE,ROCE,ROA,Operating_Margin,Net_Margin,Revenue_Growth_1Y,Revenue_Growth_3Y,Revenue_Growth_5Y,Profit_Growth_1Y,Profit_Growth_3Y,Profit_Growth_5Y,EPS_Growth,PE,Industry_PE,PB,PEG,Dividend_Yield,Debt_Equity,Piotroski_Score,Return_1M,Return_6M,Return_1Y,Return_3Y,Return_5Y,Beta,Volatility,Promoter_Holding,FII_Holding,DII_Holding,VRO_URL,Revenue_Score,Profit_Score,Fund_Quality_Score,Profitability_Score,Financial_Strength_Score,Fund_Valuation_Score,Fundamental_Available_Max,Fundamental_Raw_Score,Fundamental_Data_Available,Fundamental_Score,VR_Available_Weight,VR_Raw_Weighted_Score,VR_Score,VR_Data_Available,Final_Stock_Score,Final_Rating,Confidence_Level
GTL Infrastructure Limited,GTLINFRA,INE221H01019,532775,Technology,Communication Equipment,1806,Small Cap,,,,,,0,0,21.5,7.3,56.78,2.1,-2,-0.5,52.1,18.4,9,189.1,2.3,84.72,-0.3,0.01,0,-0.8,4,6.87,7.26,-18.13,20.51,-3.81,1.274,45.84,3.28,0.07,31.29,https://www.valueresearchonline.com/stocks/42277/gtl-infrastructure-ltd/,5,10,5,5,15,15,115,55,High,47.83,0,0,0,None,47.83,Average,Medium
Sansera Engineering Limited,SANSERA,INE953O01021,543358,Consumer Cyclical,Auto Parts,19634,Small Cap,,7,7,3,10,10.6,14,7.9,12.2,9.26,15.9,14.2,15.7,56,31.9,21.9,40.4,60.6,32.28,6.4,1.5,0.1,0,5,10.25,70.53,134.83,53.69,,1.378,38.39,30.1,18.79,9.15,https://www.valueresearchonline.com/stocks/286924/sansera-engineering-ltd/,20,20,12,15,15,3,115,85,High,73.91,0.6,39,65,Medium,70.79,Good,High
SRF Limited,SRF,INE647A01010,503806,Industrials,Conglomerates,80980,Mid Cap,3,7,6,4,3,13.8,14.2,8,16.2,11.62,7.4,2,13.4,53.1,-4,9.8,46.7,44.1,29.27,5.8,0.94,0.3,0.4,5,-3.04,12.77,9.73,16.08,10.28,1.203,28.4,50.26,16.67,8.86,https://www.valueresearchonline.com/stocks/44172/srf-ltd/,15,10,12,20,15,7,115,79,High,68.7,1,56,56,High,64.26,Good,High
Saregama India Limited,SAREGAMA,INE979A01025,532163,Communication Services,Entertainment,9279,Small Cap,4,9,6,4,7,14.6,19.9,9.3,25.9,21.02,-15.9,10.2,17.4,6.1,4.7,13.6,1.1,44.8,74.01,5.9,40.73,0.9,0,4,2.61,11.3,2.18,12.3,10.59,0.791,38.4,60.84,12.18,4.72,https://www.valueresearchonline.com/stocks/44259/saregama-india-ltd/,20,20,25,20,15,7,115,107,High,93.04,1,72,72,High,85.68,Excellent,High
Saksoft Limited,SAKSOFT,INE667G01023,590051,Technology,Information Technology Services,2127,Small Cap,4,9,5,7,3,19.6,25.3,12.9,19,13.21,14.1,14.8,21.2,25.9,18.7,24.7,22,16,23.96,2.7,0.73,0.6,0,5,15.42,36.66,-17.78,-13.56,33.12,1.451,48.13,66.72,2.4,0,https://www.valueresearchonline.com/stocks/44204/saksoft-ltd/,20,20,25,15,15,15,115,110,High,95.65,1,71,71,High,87.02,Excellent,High
HVAX Technologies Limited,HVAX,INE0TO501019,,Industrials,HVAC Systems,184,,,,,,,21.4,22.4,,,,,,,,,,,12.9,25.61,,,0,0.4,2,-18.36,-7.72,-28.64,,,,,,,,https://www.valueresearchonline.com/stocks/28761/hvax-technologies-ltd/#overview,,,25,,15,15,55,55,Low,100,0,0,0,None,100,Excellent,Medium
Sagardeep Alloys Limited,SAGARDEEP,INE976T01013,,Basic Materials,Copper,43,Small Cap,,,,,,6.6,10,6,2,1.68,42.7,27,22.2,111.3,65.2,77,36.6,15.8,16.6,1.2,0.43,0,0,5,5.37,-11.96,-22.33,5.15,-14.91,0.982,36.68,72.69,0,0,https://www.valueresearchonline.com/stocks/118683/sagardeep-alloys-ltd/,20,20,12,5,15,15,115,87,High,75.65,0,0,0,None,75.65,Good,Medium
The South Indian Bank Limited,SOUTHBANK,INE683A01023,532218,Financial Services,Banks—Regional,11889,Small Cap,,5,4,6,10,13.8,14.7,,,14.79,,,,,,,,8.2,10.09,1.1,,1,,1,11.52,21.4,51.97,40.17,30.82,1.352,40.49,,,,https://www.valueresearchonline.com/stocks/44533/the-south-indian-bank-ltd/,,,12,10,15,15,75,52,Medium,69.33,0.6,35,58.33,Medium,65.48,Good,High
Sanginita Chemicals Limited,SANGINITA,INE753W01010,,Basic Materials,Chemicals,108,Small Cap,,,,,,1.3,4.2,-10.8,-4.6,-5.68,-23.2,5.9,1.4,-1661.8,-384.6,-269.4,-1662.2,,26.75,2.3,,0,0.1,2,57.11,362.97,304.77,36.16,15.76,0.461,44,25.4,0.19,0,https://www.valueresearchonline.com/stocks/202282/sanginita-chemicals-ltd/,5,5,5,5,15,,100,35,High,35,0,0,0,None,35,Poor,Medium
Ramdevbaba Solvent Limited,RBS,INE0RJH01010,,Consumer Defensive,Edible Oils & Food Products,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Creative Graphics Solutions India Limited,CGRAPHICS,INE0R7401011,,Industrials,Printing & Packaging Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sanstar Limited,SANSTAR,INE08NE01025,544217,Basic Materials,Chemicals,2502,Small Cap,3,6,7,2,9,10.3,12.5,4.4,3.5,4.34,-18.1,22.8,,-21.3,40.1,,-29.3,72.6,20.61,2.9,,0,0,4,7.06,54.85,40.38,,,0.752,37.76,70.53,0.01,0.3,https://www.valueresearchonline.com/stocks/338403/sanstar-ltd/,,,12,5,15,3,75,35,Medium,46.67,1,58.5,58.5,High,50.81,Average,High
Sahasra Electronic Solutions Limited,SAHASRA,INE0RBQ01018,,Technology,Electronic Manufacturing Services,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SONAM LIMITED,SONAMLTD,INE00LM01029,,Consumer Cyclical,Furnishings,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,27.52,,,,0.722,40.83,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Apollo Pipes Limited,APOLLOPIPE,INE126J01016,531761,Industrials,Building Products & Equipment,2120,Small Cap,,4,5,5,9,5.2,7.5,0.4,0.9,0.63,-4.1,-1,11.4,-60.5,-20.1,-22.8,-61.7,283.2,42.4,2.6,,0.1,0,4,-6.71,62.76,14.55,-12.07,7.66,0.36,45.24,51.72,2.22,2.7,https://www.valueresearchonline.com/stocks/41019/apollo-pipes-ltd/,15,5,5,5,15,3,115,48,High,41.74,0.6,32,53.33,Medium,45.8,Average,High
Sai Life Sciences Limited,SAILIFE,INE570L01029,544306,Healthcare,Diagnostics & Research,26430,Small Cap,,7,8,3,9,15.4,19.6,10.3,29,15.92,29.4,24.9,18.5,108.6,201.2,17.4,100.1,74.5,,10.4,0.74,0,0,5,9.65,33.73,63.52,,,0.899,34.59,34.61,21.17,31.54,https://www.valueresearchonline.com/stocks/354962/sai-life-sciences-ltd/,20,20,25,20,15,3,115,103,High,89.57,0.6,39.5,65.83,Medium,81.26,Excellent,High
Abans Financial Services Limited,AFSL,INE00ZE01026,543712,Financial Services,Capital Markets,1022,Small Cap,,3,5,8,4,11.1,10.2,3.5,0.7,0.4,629.4,2079.9,434.9,641.3,20.6,22.5,-5.9,10.6,20.32,0.8,,0,0,5,-0.08,-0.49,-18.05,-12.82,,0.135,21.18,71.36,19.02,0,https://www.valueresearchonline.com/stocks/313482/abans-financial-services-ltd/,20,20,12,5,15,15,115,87,High,75.65,0.6,29.5,49.17,Medium,66.38,Good,High
De Neers Tools Limited,DENEERS,INE0JWV01011,,Industrials,Industrial Tools,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Pelatro Limited,PELATRO,INE0VG601013,,Technology,Software Products,291,,3,7,4,5,4,26,27.2,,,,,,,,,,,16.1,24.76,3.7,,0.4,0.1,2,1.1,0.86,-31.28,,,,,,,,https://www.valueresearchonline.com/stocks/28728/pelatro-ltd/#overview,,,25,,15,15,55,55,Low,100,1,55.5,55.5,High,84.43,Excellent,High
Aqylon Nexus Limited,AQYLON,INE416A01051,530943,Communication Services,Broadcasting,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,-74.06,,,,0.656,236.35,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Ahlada Engineers Limited,AHLADA,INE00PV01013,,Industrials,Building Products & Equipment,51,Small Cap,,,,,,2.7,6,0.1,4.4,0,-49.5,-14,-8.7,-97,-67.2,-55.9,-97,289.7,37.91,0.4,,0,0,4,-0.65,-17.27,-42.26,-29.52,-25.18,1.271,44.82,49.3,0,0,https://www.valueresearchonline.com/stocks/236727/ahlada-engineers-ltd/,5,5,5,5,15,3,115,38,High,33.04,0,0,0,None,33.04,Poor,Medium
Haldyn Glass Limited,HALDYNGL,INE506D01020,515147,Consumer Cyclical,Packaging & Containers,640,Small Cap,3,2,8,4,9,9.1,11.8,3.8,6.9,5.39,21.5,13.2,21.1,39.8,-0.8,28.5,31.7,25.9,18.88,2.7,0.82,0.6,0.3,5,-3.04,,9.73,16.08,10.28,,53.8,59.01,0,1.8,https://www.valueresearchonline.com/stocks/42351/haldyn-glass-ltd/,20,20,12,10,15,15,115,92,High,80,1,55,55,High,71.25,Good,High
Happiest Minds Technologies Limited,HAPPSTMNDS,INE419U01012,543227,Technology,Information Technology Services,5215,Small Cap,,5,6,6,1,12.1,15.2,6.1,13.6,9.2,12.3,17.4,24.5,17.4,-1.4,6.9,14.8,24.5,24.53,3.1,1.66,1.9,0.2,5,-7.32,-25.48,-46.7,-28.97,-17.94,1.131,33.65,44.21,5.94,1.99,https://www.valueresearchonline.com/stocks/273439/happiest-minds-technologies-ltd/,20,10,12,10,15,15,115,82,High,71.3,0.6,29,48.33,Medium,63.26,Good,High
Leela Palaces Hotels & Resorts Limited,THELEELA,INE0AQ201015,544408,Consumer Cyclical,Lodging,16139,Small Cap,2,3,3,4,7,13,12.6,9.1,41.3,26.39,17.4,50.7,,754.1,29,,518.5,40,31.59,2.5,0.08,0,0.2,5,16.39,15.54,20.69,,,0.63,30.71,,8.62,3.86,https://www.valueresearchonline.com/stocks/363736/leela-palaces-hotels-resorts-ltd/,,,12,20,15,11,75,58,Medium,77.33,1,39.5,39.5,High,64.09,Good,High
Amara Raja Energy & Mobility Limited,ARE&M,INE885A01032,500008,Industrials,Electrical Equipment & Parts,15279,Small Cap,4,8,6,6,3,13.3,18.3,8.3,6.4,6.49,7.5,10,14.1,-18.6,-1.3,1.7,-5.2,17.1,48.97,1.9,,1.3,0,5,1.72,-8.28,-14.01,9.54,2.4,1.036,29.37,32.86,17.31,9.78,https://www.valueresearchonline.com/stocks/40998/amara-raja-energy-mobility-ltd/,15,5,25,10,15,15,115,85,High,73.91,1,69,69,High,72.19,Good,High
Forge Auto International Limited,FORGEAUTO,INE0YKW01013,,Consumer Cyclical,Auto Components,101,,,,,,,24.1,22.4,,,,,,,,,,,8.2,27.85,,,0,0.6,2,-16,23.2,1.32,,,,,,,,https://www.valueresearchonline.com/stocks/28758/forge-auto-international-ltd/#overview,,,25,,11,15,55,51,Low,92.73,0,0,0,None,92.73,Excellent,Medium
GSS Infotech Limited,GSS,INE871H01011,532951,Technology,Information Technology Services,34,Small Cap,,,,,,-0.4,0,-9.8,2,-56.82,-29.6,-8.3,-5.2,259.2,-45.3,21,-3567.7,,23.96,0.1,,0,0.5,2,-4.77,-21.54,-60.8,-58.8,-27.87,1.012,49.75,12.71,1.03,1.21,https://www.valueresearchonline.com/stocks/203082/gss-infotech-ltd/,5,20,5,5,11,,100,46,High,46,0,0,0,None,46,Average,Medium
Sambhaav Media Limited,SAMBHAAV,INE699B01027,511630,Communication Services,Publishing,126,Small Cap,,,,,,0.29,2.26,0.1,12.67,0.21,2.9,2.2,0.5,-69.8,29.1,16.5,-42.8,524,,1.5,,0,0,5,-8.82,-29.77,-9.08,30.94,9.96,1.19,50.51,62.93,0.25,0,https://www.valueresearchonline.com/stocks/44215/sambhaav-media-ltd/,5,20,5,15,15,3,115,63,High,54.78,0,0,0,None,54.78,Average,Medium
Paramount Dye Tec Limited,PARAMOUNT,INE0TG801013,,Basic Materials,Chemicals & Dyes,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Thejo Engineering Limited,THEJO,INE121N01019,,Industrials,Specialty Industrial Machinery,1977,Small Cap,4,6,7,5,7,19.2,26,9.8,10.3,7.75,14.4,10,12.7,2.9,16.6,11.5,-1.3,40.1,53.34,5.6,,0.3,0,5,11.84,6.75,1.96,1.65,17.9,0.625,33.2,53.61,0.84,2.68,https://www.valueresearchonline.com/stocks/45768/thejo-engineering-ltd/,15,15,25,15,15,7,115,92,High,80,1,69,69,High,76.15,Good,High
Aspire & Innovative Advertising Limited,ASPIRE,INE0S7801010,,Communication Services,Advertising Services,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sadbhav Infrastructure Project Limited,SADBHIN,INE764L01010,539346,Industrials,Engineering & Construction,94,Small Cap,,,,,,0,10.5,0.9,46.2,-2.58,10,-2.1,-9.6,356,91.1,19.1,73.5,,8.54,-0.2,,0,-0.1,4,2.26,-29.77,-46.25,-12.06,-38.09,0.958,49.31,70.25,0,0,https://www.valueresearchonline.com/stocks/91945/sadbhav-infrastructure-project-ltd/,5,20,12,20,15,,100,72,High,72,0,0,0,None,72,Good,Medium
Teamlease Services Limited,TEAMLEASE,INE985S01024,539658,Industrials,Staffing & Employment Services,2431,Small Cap,3,5,6,7,1,13,14.5,5.7,0.8,1.18,6.3,14.7,19.4,33.5,8.6,12.6,28.4,17.4,17.4,2.3,0.61,0,0,5,4.92,20.96,-26.96,-15.3,-16.38,0.793,26.21,7.31,6.76,7.73,https://www.valueresearchonline.com/stocks/97454/teamlease-services-ltd/,20,15,12,5,15,15,115,82,High,71.3,1,54.5,54.5,High,65.42,Good,High
Ajanta Pharma Limited,AJANTPHARM,INE031B01049,532331,Healthcare,Drug Manufacturers—Specialty & Generic,39703,Mid Cap,3,7,5,3,8,25.4,32.7,18.6,22.4,19.37,17.3,13.4,13.5,14.7,21.6,10.1,14.7,37.6,35.38,8.8,2.56,0.9,0,5,2.35,14.81,24.03,29.55,19.36,0.561,25.79,66.25,8.26,3.16,https://www.valueresearchonline.com/stocks/40940/ajanta-pharma-ltd/,20,15,25,20,15,11,115,106,High,92.17,1,58,58,High,80.21,Excellent,High
Somany Ceramics Limited,SOMANYCERA,INE355A01028,531548,Industrials,Building Products & Equipment,2112,Small Cap,,4,6,5,7,7.9,12.9,,,2.9,,,,,,,,26,39.26,2.5,,0.4,0.1,2,-2.9,34.26,-8.14,-8.99,-3.09,1.119,36.01,,,,https://www.valueresearchonline.com/stocks/44523/somany-ceramics-ltd/,,,12,,15,15,55,42,Low,76.36,0.6,31.5,52.5,Medium,68.01,Good,High
Arihant Foundations & Housing Limited,ARIHANT,INE413D01011,531381,Real Estate,Real Estate—Development,944,Small Cap,1,3,6,3,2,17.4,23.5,7.6,19.8,14.52,103.6,87,49.4,42,92.5,51.6,35.4,16,33.89,2.3,0.45,0,0.9,5,-2.46,,,,99.96,,655.72,37.29,0,1.84,https://www.valueresearchonline.com/stocks/41096/arihant-foundations-housing-ltd/,20,20,25,20,11,15,115,111,High,96.52,1,29.5,29.5,High,73.06,Good,High
Wol 3D India Limited,WOL3D,INE0OO201011,,Technology,3D Printing Technology,81,,,,,,,24,30.1,,,,,,,,,,,12.1,,2.3,,0,0,2,-38.96,6.88,-3.81,,,,,,,,https://www.valueresearchonline.com/stocks/28746/wol-3d-india-ltd/#overview,,,25,,15,15,55,55,Low,100,0,0,0,None,100,Excellent,Medium
DCG Cables & Wires Limited,DCG,INE0S8401018,,Industrials,Cables & Electrical Components,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Avi Ansh Textile Limited,AVIANSH,INE0TFB01017,,Consumer Cyclical,Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Urban Enviro Waste Management Limited,URBAN,INE0O0201019,,Industrials,Waste Management,20025,,4,7,9,4,6,-15.3,-8.2,,,,,,,,,,,,,11.6,,0,0,1,8.16,13.69,,,,,,,,,https://www.valueresearchonline.com/stocks/29495/urban-company-ltd/#overview,,,5,,15,,40,20,Low,50,1,71.5,71.5,High,57.53,Average,High
TAC Infosec Limited,TAC,INE0SOY01013,,Technology,Cybersecurity Services,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Tenneco Clean Air India Limited,TENNIND,INE19RI01016,544612,Consumer Cyclical,Auto Parts,23375,Small Cap,2,9,5,1,7,46.1,56,22.4,14.5,11.31,-10.6,,,32.7,,,-29.7,38.7,48.97,19.5,,0,0,4,-2.58,9.08,,,,1.073,39.39,,8.94,4.93,https://www.valueresearchonline.com/stocks/371647/tenneco-clean-air-india-ltd/,,,25,15,15,11,75,66,Medium,88,1,50,50,High,74.7,Good,High
Magson Retail And Distribution Limited,MAGSON,INE0O1S01012,,Consumer Defensive,Food Retail,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
GTPL Hathway Limited,GTPL,INE869I01013,540602,Communication Services,Entertainment,686,Small Cap,,4,5,5,1,4.2,6.7,0.4,0.8,0.43,7,11.8,8.6,-66.5,-50.9,-38.8,-67.1,43.6,74.01,0.6,,3.3,0.1,5,-9.42,-38.8,-47.48,-18.43,-18.28,0.753,37.68,75,7.37,0,https://www.valueresearchonline.com/stocks/116426/gtpl-hathway-ltd/,10,5,5,5,15,7,115,47,High,40.87,0.6,24,40,Medium,40.57,Average,High
Greenchef Appliances Limited,GREENCHEF,INE0O7P01015,,Consumer Cyclical,Consumer Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Spectrum Electrical Industries Limited,SPECTRUM,INE01EO01010,544386,Industrials,Electrical Equipment & Parts,2824,Small Cap,,4,6,3,9,14.5,16,9,12.5,8.18,52,17,23.3,116.1,49.2,40.3,114.8,63.6,32.95,11.6,0.55,0,0.5,5,26.09,65.5,20.48,43.85,104.11,-0.114,51.36,72.72,4.94,0.34,https://www.valueresearchonline.com/stocks/236748/spectrum-electrical-industries-ltd/,20,20,18,15,11,3,115,87,High,75.65,0.6,30.5,50.83,Medium,66.96,Good,High
Tera Software Limited,TERASOFT,INE482B01010,533982,Technology,Information Technology Services,511,Small Cap,,1,7,5,9,8,11.2,9.2,15.1,10.5,121.1,22.1,8.2,171.9,92.7,96.7,173,20.6,23.96,3.5,0.12,0,0.1,5,20.04,0.49,54.02,101.35,49.23,0.976,50.84,47.53,0.08,0,https://www.valueresearchonline.com/stocks/44849/tera-software-ltd/,10,20,5,10,15,15,115,75,High,65.22,0.6,29,48.33,Medium,59.31,Average,High
Sarda Energy & Minerals Limited,SARDAEN,INE385C01021,504614,Basic Materials,Steel,18356,Small Cap,,8,6,7,6,13.4,15.8,,,19.44,,,,,,,,16.6,16.6,2.5,,0.4,0.3,2,-8.31,-3.47,18.35,56.96,52.09,0.907,39.18,,,,https://www.valueresearchonline.com/stocks/44255/sarda-energy-minerals-ltd/,,,18,,15,15,55,48,Low,87.27,0.6,41.5,69.17,Medium,80.94,Excellent,High
Salona Cotspin Limited,SALONA,INE498E01010,590056,Consumer Cyclical,Textile Manufacturing,140,Small Cap,,,,,,3.9,7.4,0.5,4.1,0.34,-10.3,6.8,20.9,-50.2,-55.4,-24.1,-50.2,90,58.86,1.7,,0.2,0.6,4,-7.04,-2.41,5.78,-0.01,12.75,0.475,39.8,68.42,0,0,https://www.valueresearchonline.com/stocks/44208/salona-cotspin-ltd/,20,5,5,5,11,3,115,49,High,42.61,0,0,0,None,42.61,Average,Medium
Spandana Sphoorty Financial Limited,SPANDANA,INE572J01011,542759,Financial Services,Credit Services,2354,Small Cap,,8,4,7,6,-33.7,-4.1,,,-68.26,,,,,,,,,287.83,1.1,,0,0,1,3.37,16.66,2.04,-24.94,-15.84,1.545,40.79,,,,https://www.valueresearchonline.com/stocks/45346/spandana-sphoorty-financial-ltd/,,,5,5,15,15,75,40,Medium,53.33,0.6,38.5,64.17,Medium,57.12,Average,High
Happy Forgings Limited,HAPPYFORGE,INE330T01021,544057,Industrials,Metal Fabrication,14222,Small Cap,4,8,8,4,9,15.5,19.2,12.4,24.7,19.53,9.8,17.9,20.3,12.7,23.4,27.3,12.6,47.2,37.59,6.7,3.75,0.3,0,5,9.49,28.77,55.64,,,1.062,32.6,78.48,1.73,1.85,https://www.valueresearchonline.com/stocks/328349/happy-forgings-ltd/,20,20,25,20,15,7,115,107,High,93.04,1,75,75,High,86.73,Excellent,High
Sarveshwar Foods Limited,SARVESHWAR,INE324X01026,543688,Consumer Defensive,Packaged Foods,472,Small Cap,,1,5,6,2,11,13.2,3.2,4.8,2.38,18.4,25,18.4,18.1,59.8,36.4,3.3,14.9,14.85,1,4.52,0,0,5,4.66,-21.35,-43.26,20.37,36.04,1.737,48.31,40.87,0.45,0,https://www.valueresearchonline.com/stocks/211618/sarveshwar-foods-ltd/,20,20,5,5,15,15,115,80,High,69.57,0.6,20.5,34.17,Medium,57.18,Average,High
Sadbhav Engineering Limited,SADBHAV,INE226H01026,532710,Industrials,Engineering & Construction,149,Small Cap,,,,,,0,9.2,1.5,40.3,2.67,-6.1,-18.2,-15.4,164.2,31.2,19.2,114.2,5.7,22.69,-1,0.05,0,-7.6,3,0,-18.83,-29.7,-6.88,-35.23,1.059,56.04,25.52,0.32,0,https://www.valueresearchonline.com/stocks/44191/sadbhav-engineering-ltd/,5,20,5,20,15,15,115,80,High,69.57,0,0,0,None,69.57,Good,Medium
Dr. Agarwal's Health Care Limited,AGARWALEYE,INE943P01029,544350,Healthcare,Medical Instruments & Supplies,15401,Small Cap,,7,7,3,5,6.9,14.3,4.4,14.1,6.39,21.6,35,26.4,56.1,36.7,50.1,80.1,115.6,49.78,7.6,1.44,0,0.1,5,1.11,-5.34,20.48,,,0.288,27.98,32.36,37.87,1.96,https://www.valueresearchonline.com/stocks/357596/dr-agarwal-s-health-care-ltd/,20,20,12,10,15,3,115,80,High,69.57,0.6,34,56.67,Medium,65.06,Good,High
Krishca Strapping Solutions Limited,KRISHCA,INE0NR701018,,Basic Materials,Steel Products,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Texmo Pipes and Products Limited,TEXMOPIPES,INE141K01013,533164,Industrials,Building Products & Equipment,134,Small Cap,,,,,,12.6,12.3,3.8,5.7,3.72,-4,-16.2,-2.3,-26.7,30.8,5.5,-26.8,9.6,42.4,0.8,,0,0.1,4,1.34,-10.09,-27.15,-6.11,-0.31,1.196,39.44,44.24,0.22,0,https://www.valueresearchonline.com/stocks/45349/texmo-pipes-and-products-ltd/,5,10,12,10,15,15,115,67,High,58.26,0,0,0,None,58.26,Average,Medium
Aptus Value Housing Finance India Limited,APTUS,INE852O01025,543335,Financial Services,Mortgage Finance,13275,Small Cap,5,10,6,7,5,18.6,15.1,7.8,82.4,43.02,25.2,26.4,104.9,27.6,24,28.9,25.3,14.1,14.08,2.6,0.56,1.7,0,5,1.82,1.54,-18.03,2.72,,1.121,32.34,22.84,30.34,5.21,https://www.valueresearchonline.com/stocks/206049/aptus-value-housing-finance-india-ltd/,20,20,25,20,15,11,115,111,High,96.52,1,84.5,84.5,High,92.31,Excellent,High
Team India Guaranty Limited,TEAMGTY,INE289C01025,511559,Financial Services,Asset Management,211,Small Cap,,,,,,5,6,1.5,24.9,16.67,57.2,33.4,-9.5,57.2,33.5,-9.3,-69.3,294.4,46.03,4.4,,0,0,5,-7.83,-21.47,28.51,59.69,34.28,0.358,52.01,74.92,2.08,0.04,https://www.valueresearchonline.com/stocks/44870/team-india-guaranty-ltd/,5,5,5,15,15,7,115,52,High,45.22,0,0,0,None,45.22,Average,Medium
Gajanand International Limited,GAJANAND,INE0QTE01018,,Consumer Defensive,Agricultural Products,15,,,,,,,1.3,4.2,,,,,,,,,,,381.4,35.8,0.4,,0,0.2,2,-10,22.73,-37.45,,,,,,,,https://www.valueresearchonline.com/stocks/28701/gajanand-international-ltd/#overview,,,5,,15,3,55,23,Low,41.82,0,0,0,None,41.82,Average,Medium
Satin Creditcare Network Limited,SATIN,INE836B01017,539404,Financial Services,Credit Services,2551,Small Cap,,8,5,6,10,7.5,11.9,,,10.5,,,,,,,,7.7,287.83,0.9,,0,0,2,9.97,78.3,46.26,10.45,20.84,0.849,30.69,,,,https://www.valueresearchonline.com/stocks/92142/satin-creditcare-network-ltd/,,,5,10,15,15,75,45,Medium,60,0.6,42.5,70.83,Medium,63.79,Good,High
Supreme Petrochem Limited,SPLPETRO,INE663A01033,500405,Basic Materials,Specialty Chemicals,13933,Small Cap,3,8,2,5,7,25.3,33.6,15.4,8,6.1,-11.4,0.3,10.9,-14.3,-12.4,-6.9,-16.2,42.3,21.38,5.9,,1.4,0,4,7.02,12.58,-15.36,17.99,15.11,0.724,40.58,64.24,3.69,0.16,https://www.valueresearchonline.com/stocks/44698/supreme-petrochem-ltd/,15,5,25,10,15,7,115,77,High,66.96,1,57.5,57.5,High,63.65,Good,High
Sasken Technologies Limited,SASKEN,INE231F01020,532663,Technology,Information Technology Services,3420,Small Cap,3,6,5,3,10,6.6,8.3,5.5,4.4,4.85,102.1,35.5,20.1,18,-15.8,-12.3,6.8,63.4,32.09,4,9.32,1.1,0,5,24.07,92.36,58.62,37.29,16.84,1.081,51.6,18.75,18.54,1.1,https://www.valueresearchonline.com/stocks/44267/sasken-technologies-ltd/,20,5,5,5,15,3,115,53,High,46.09,1,58,58,High,50.26,Average,High
Pentagon Rubber Limited,PENTAGON,INE0ORS01017,,Consumer Cyclical,Rubber Products,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Hariom Pipe Industries Limited,HARIOMPIPE,INE00EV01017,543517,Basic Materials,Steel,1247,Small Cap,4,5,8,6,8,12.1,14.2,6.3,8.6,4.56,22.8,37.3,53.2,22.8,17.9,50.8,22.8,16.5,25.04,1.9,0.72,0.2,0.2,5,16.55,29.47,3.23,-14.43,,1.514,53.63,57.26,9.5,0.05,https://www.valueresearchonline.com/stocks/303559/hariom-pipe-industries-ltd/,20,20,12,10,15,15,115,92,High,80,1,71,71,High,76.85,Good,High
Essen Speciality Films Limited,ESFL,INE0ITO01014,,Basic Materials,Packaging Films,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
