Sr. No.,Company name,ISIN,BSE Symbol, BSE 6 month Avg Total Market Cap in (Rs. Crs.) ,NSE Symbol, NSE 6 month Avg Total Market Cap (Rs. Crs.) ,MSEI Symbol, MSEI 6 month Avg Total Market Cap in (Rs Crs.) ,Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
3001,Cerebra Integrated Technologies Ltd.,INE345B01019,CEREBRAINT,  94.33 ,CEREBRAINT,  86.60 ,-, - ,  90.46 ,Small Cap
3002,Future Consumer Limited,INE220J01025,FCONSUMER,  90.93 ,FCONSUMER,  89.90 ,-, - ,  90.41 ,Small Cap
3003,KATI PATANG LIFESTYLE LIMITED,INE237C01016,KATIPATANG,  89.86 ,-, - ,-, - ,  89.86 ,Small Cap
3004,GUJARAT PEANUT AND AGRI PRODUCTS LIMITED,INE0SIK01014,GPAPL,  89.43 ,-, - ,-, - ,  89.43 ,Small Cap
3005,LE LAVOIR LIMITED,INE204S01012,LELAVOIR,  89.33 ,-, - ,-, - ,  89.33 ,Small Cap
3006,AMBO AGRITEC LIMITED,INE0N6V01016,AMBOAGRI,  89.31 ,-, - ,-, - ,  89.31 ,Small Cap
3007,TECHNICHEM ORGANICS LIMITED,INE0ZHT01012,TECHNICHEM,  89.12 ,-, - ,-, - ,  89.12 ,Small Cap
3008,Sunsky Logistics Limited,INE10CM01027,SUNSKY,  89.10 ,-, - ,-, - ,  89.10 ,Small Cap
3009,Transchem Limited.,INE019B01010,TRANSCHEM,  89.03 ,-, - ,-, - ,  89.03 ,Small Cap
3010,GROWINGTON VENTURES INDIA LIMITED,INE451S01027,GROWINGTON,  88.92 ,-, - ,-, - ,  88.92 ,Small Cap
3011,Aeonx Digital Technology Limited,INE994D01010,AEONXDIGI,  88.73 ,-, - ,-, - ,  88.73 ,Small Cap
3012,Virat Crane Industries Ltd,INE295C01014,VIRATCRA,  88.66 ,-, - ,-, - ,  88.66 ,Small Cap
3013,Acknit Industries Ltd,INE326C01017,ACKNIT,  88.63 ,-, - ,-, - ,  88.63 ,Small Cap
3014,Ajooni Biotech Ltd.,INE820Y01021,-, - ,AJOONI,  88.63 ,-, - ,  88.63 ,Small Cap
3015,ADTECH SYSTEMS LIMITED,INE257C01014,ADTECH ,  88.52 ,-, - ,ADTECH,  88.54 ,  88.53 ,Small Cap
3016,Anmol India Limited,INE02AR01019,ANMOL,  88.50 ,ANMOL,  88.41 ,-, - ,  88.45 ,Small Cap
3017,Nagreeka Exports Ltd.,INE123B01028,NAGREEKEXP,  88.62 ,NAGREEKEXP,  88.22 ,-, - ,  88.42 ,Small Cap
3018,Rajeshwari Cans Limited,INE0CQ101015,RCAN,  88.41 ,-, - ,-, - ,  88.41 ,Small Cap
3019,Shalimar Wires Industries Ltd.,INE655D01025,SHALIWIR,  88.35 ,-, - ,-, - ,  88.35 ,Small Cap
3020,Banka Bioloo Ltd.,INE862Y01015,-, - ,BANKA,  88.27 ,-, - ,  88.27 ,Small Cap
3021,Mysore Paper Mills Limited,INE924F01012,MYSPAPE,  88.22 ,-, - ,-, - ,  88.22 ,Small Cap
3022,DELTA MANUFACTURING LIMITED ,INE393A01011,DELTAMAGNT,  88.45 ,DELTAMAGNT,  87.89 ,-, - ,  88.17 ,Small Cap
3023,Mukesh Babu Financial Services Ltd.,INE596B01017,MUKESHB,  88.15 ,-, - ,-, - ,  88.15 ,Small Cap
3024,Advik Capital Limited,INE178T01024,ADVIKCA,  88.15 ,-, - ,-, - ,  88.15 ,Small Cap
3025,Chartered Capital & Investment Ltd.,INE953B01010,CHRTEDCA,  87.76 ,-, - ,-, - ,  87.76 ,Small Cap
3026,IEL LIMITED,INE056E01024,INDXTRA,  87.65 ,-, - ,-, - ,  87.65 ,Small Cap
3027,Royale Manor Hotels & Industries Lt,INE008C01011,RAYALEMA,  87.57 ,-, - ,-, - ,  87.57 ,Small Cap
3028,J.A. Finance Limited,INE825B01010,JAFINANCE,  87.44 ,-, - ,-, - ,  87.44 ,Small Cap
3029,Alliance Integrated Metaliks Limited,INE123D01024,AIML,  87.14 ,-, - ,-, - ,  87.14 ,Small Cap
3030,GANESHA ECOVERSE LIMITED,INE369Q01017,GANVERSE,  87.07 ,-, - ,-, - ,  87.07 ,Small Cap
3031,JUNGLE CAMPS INDIA LIMITED,INE0WCH01015,JUNGLECAMP,  87.06 ,-, - ,-, - ,  87.06 ,Small Cap
3032,Super Tannery Limited,INE460D01038,SUPTANERY,  87.02 ,-, - ,-, - ,  87.02 ,Small Cap
3033,HANDSON GLOBAL MANAGEMENT (HGM) LIMITED,INE596H01014,HGM,  87.38 ,HGM,  86.61 ,-, - ,  86.99 ,Small Cap
3034,Cambridge Technology Enterprises Ltd.,INE627H01017,CTE,  87.26 ,CTE,  86.58 ,-, - ,  86.92 ,Small Cap
3035,EVANS ELECTRIC LIMITED,INE06TD01010,EVANS,  86.92 ,-, - ,-, - ,  86.92 ,Small Cap
3036,Kemistar Corporation Limited,INE971L01029,KEMISTAR,  86.70 ,-, - ,-, - ,  86.70 ,Small Cap
3037,Dynavision Limited,INE083E01010,DYNAVSN,  86.67 ,-, - ,-, - ,  86.67 ,Small Cap
3038,Ind-Swift Ltd.,INE788B01028,INDSWFTLTD,  86.57 ,-, - ,-, - ,  86.57 ,Small Cap
3039,FYNX CAPITAL LIMITED,INE455H01013,FYNX,  86.57 ,-, - ,-, - ,  86.57 ,Small Cap
3040,Virat Leasing Limited,INE347L01022,VLL,  86.54 ,-, - ,-, - ,  86.54 ,Small Cap
3041,Shri Niwas Leasing and Finance Limited,INE201F01015,SHRINIWAS,  86.46 ,-, - ,-, - ,  86.46 ,Small Cap
3042,California Software Co. Ltd.,INE526B01014,CALSOFT,  124.40 ,CALSOFT,  47.99 ,-, - ,  86.20 ,Small Cap
3043,Suvidhaa Infoserve Limited,INE018401013,SUVIDHAA,  85.87 ,SUVIDHAA,  85.77 ,-, - ,  85.82 ,Small Cap
3044,Orient Press ltd.,INE609C01024,ORIENTLTD,  85.94 ,ORIENTLTD,  85.54 ,-, - ,  85.74 ,Small Cap
3045,Universal Autofoundry Limited,INE203T01012,UNIAUTO,  85.69 ,-, - ,-, - ,  85.69 ,Small Cap
3046,PORWAL AUTO COMPONENTS LIMITED,INE386I01018,PORWAL,  85.40 ,-, - ,-, - ,  85.40 ,Small Cap
3047,Restile Ceramics Ltd.,INE298E01022,RESTILE,  85.33 ,-, - ,-, - ,  85.33 ,Small Cap
3048,Ansal Buildwell Ltd.,INE030C01015,ANSALBU,  85.31 ,-, - ,-, - ,  85.31 ,Small Cap
3049,H.M. ELECTRO MECH LIMITED,INE0DZD01015,HMEML,  85.25 ,-, - ,-, - ,  85.25 ,Small Cap
3050,Gautam Exim Limited,INE721X01015,GEL,  85.12 ,-, - ,-, - ,  85.12 ,Small Cap
3051,Garg Furnace Ltd.,INE194E01015,GARGFUR,  84.99 ,-, - ,-, - ,  84.99 ,Small Cap
3052,Narmada Agrobase Limited,INE117Z01011,NARMADA,  85.09 ,NARMADA,  84.86 ,-, - ,  84.97 ,Small Cap
3053,MEHUL COLOURS LIMITED,INE1KH601014,MEHUL,  84.87 ,-, - ,-, - ,  84.87 ,Small Cap
3054,Hira Automobiles Ltd.,INE258Z01013,HIRAUTO,  84.58 ,-, - ,-, - ,  84.58 ,Small Cap
3055,Blue Coast Hotels Ltd,INE472B01011,BLUECOAST,  86.36 ,BLUECOAST,  82.50 ,-, - ,  84.43 ,Small Cap
3056,Waa Solar Limited,INE799N01012,WAA,  84.40 ,-, - ,-, - ,  84.40 ,Small Cap
3057,ICODEX PUBLISHING SOLUTIONS LIMITED,INE111601014,ICODEX ,  84.35 ,-, - ,-, - ,  84.35 ,Small Cap
3058,B.N.Rathi Securities Ltd.,INE710D01028,BNRSEC,  84.26 ,-, - ,-, - ,  84.26 ,Small Cap
3059,Morgan Ventures Ltd.,INE902C01015,MORGAN,  84.18 ,-, - ,-, - ,  84.18 ,Small Cap
3060,Yamini Investments Company Limited,INE457N01025,YAMNINV,  84.12 ,-, - ,-, - ,  84.12 ,Small Cap
3061,HB Portfolio Ltd.,INE638B01025,HBPOR,  83.90 ,-, - ,-, - ,  83.90 ,Small Cap
3062,Transwarranty Finance Limited,INE804H01012,TFL,  83.98 ,TFL,  83.12 ,-, - ,  83.55 ,Small Cap
3063,Chowgule Steamships Ltd.,INE490A01015,CHOWGULSTM,  83.39 ,-, - ,-, - ,  83.39 ,Small Cap
3064,Swadeshi Industries Leasing Co. Ltd,INE716M01034,SWADEIN,  83.04 ,-, - ,-, - ,  83.04 ,Small Cap
3065,Cals Refineries Ltd,INE040C01022,CALSREF,  82.94 ,-, - ,-, - ,  82.94 ,Small Cap
3066,Aashrit Capital Limited,INE172F01018,-, - ,-, - ,AASHRIT,  82.90 ,  82.90 ,Small Cap
3067,Starlog Enterprises Limited,INE580C01019,STARLOG,  82.89 ,-, - ,-, - ,  82.89 ,Small Cap
3068,Royal Cushion Vinyl Products Ltd.,INE618A01011,ROYALCU,  82.87 ,-, - ,-, - ,  82.87 ,Small Cap
3069,Narmada Macplast Drip Irrigation Sy,INE060D01028,NARMP,  82.82 ,-, - ,-, - ,  82.82 ,Small Cap
3070,Agri-Tech India Ltd.,INE449G01018,AGRITECH,  82.80 ,AGRITECH,  82.83 ,-, - ,  82.82 ,Small Cap
3071,Nexxus Petro Industries Limited,INE0QUL01011,NEXXUS,  82.75 ,-, - ,-, - ,  82.75 ,Small Cap
3072,BLB Limited,INE791A01024,BLBLIMITED,  82.76 ,BLBLIMITED,  82.58 ,-, - ,  82.67 ,Small Cap
3073,Yash Chemex Limited,INE571U01010,YASHCHEM,  82.57 ,-, - ,-, - ,  82.57 ,Small Cap
3074,ASSTON PHARMACEUTICALS LIMITED,INE0SJX01015,APL,  82.51 ,-, - ,-, - ,  82.51 ,Small Cap
3075,APM Industries Ltd.,INE170D01025,APMIN,  82.45 ,-, - ,-, - ,  82.45 ,Small Cap
3076,Banaras Beads Ltd.,INE655B01011,BANARBEADS,  82.45 ,BANARBEADS,  82.41 ,-, - ,  82.43 ,Small Cap
3077,SEACOAST SHIPPING SERVICES LIMITED,INE277T01024,SEACOAST,  82.27 ,-, - ,-, - ,  82.27 ,Small Cap
3078,Dev Labtech Venture Limited,INE0NIJ01017,DEVLAB,  81.95 ,-, - ,-, - ,  81.95 ,Small Cap
3079,Royal India Corporation Limited,INE510H01015,ROYALIND,  81.95 ,-, - ,-, - ,  81.95 ,Small Cap
3080,Agro Phos India Ltd.,INE740V01019,-, - ,AGROPHOS,  81.94 ,-, - ,  81.94 ,Small Cap
3081,JAYANT INFRATECH LIMITED,INE0KR801019,JAYANT,  81.87 ,-, - ,-, - ,  81.87 ,Small Cap
3082,ALKOSIGN LIMITED,INE0KA601012,ALKOSIGN,  81.85 ,-, - ,-, - ,  81.85 ,Small Cap
3083,VEDAVAAG Systems Limited,INE359B01010,VEDAVAAG,  81.82 ,-, - ,-, - ,  81.82 ,Small Cap
3084,Vishal Bearings Limited,INE060T01024,VISHALBL,  81.81 ,-, - ,-, - ,  81.81 ,Small Cap
3085,Synthiko Foils Ltd.,INE363L01045,SYNTHFO,  81.81 ,-, - ,-, - ,  81.81 ,Small Cap
3086,Nilachal Refractories Ltd.,INE416N01013,NILACHAL,  81.76 ,-, - ,-, - ,  81.76 ,Small Cap
3087,DHANSAFAL FINSERVE LIMITED,INE195E01020,DHANSAFAL,  81.59 ,-, - ,-, - ,  81.59 ,Small Cap
3088,Shreeji Translogistics Limited,INE402Y01028,STL,  81.49 ,-, - ,-, - ,  81.49 ,Small Cap
3089,MALPANI PIPES AND FITTINGS LIMITED,INE0YON01014,MALPANI,  81.43 ,-, - ,-, - ,  81.43 ,Small Cap
3090,Winsome Breweries Ltd.,INE391C01011,WINSOMBR,  81.37 ,-, - ,-, - ,  81.37 ,Small Cap
3091,GACM Technologies Limited,INE224E01028,GATECH,  82.26 ,GATECH,  80.27 ,-, - ,  81.27 ,Small Cap
3092,REPONO LIMITED,INE15WN01014,REPONO,  81.23 ,-, - ,-, - ,  81.23 ,Small Cap
3093,SKP Securities Ltd.,INE709B01016,SKPSEC,  81.16 ,-, - ,-, - ,  81.16 ,Small Cap
3094,Riddhi Corporate Services Limited,INE325X01015,RIDDHICORP,  81.02 ,-, - ,-, - ,  81.02 ,Small Cap
3095,Sagarsoft (India) Limited,INE184B01012,SAGARSOFT,  80.75 ,-, - ,-, - ,  80.75 ,Small Cap
3096,Makers Laboratories Ltd.,INE987A01010,MAKERSL,  80.70 ,-, - ,-, - ,  80.70 ,Small Cap
3097,VMS INDUSTRIES LIMITED,INE932K01015,VMS,  80.68 ,-, - ,-, - ,  80.68 ,Small Cap
3098,SODHANI CAPITAL LIMITED,INE0QU501030,SODHACAP,  80.57 ,-, - ,-, - ,  80.57 ,Small Cap
3099,Damodar Industries Limited,INE497D01022,DAMODARIND,  80.46 ,DAMODARIND,  80.46 ,-, - ,  80.46 ,Small Cap
3100,Amrapali Industries Ltd,INE762C01021,AMRAPLIN,  79.81 ,-, - ,-, - ,  79.81 ,Small Cap
3101,Gayatri Sugars Ltd.,INE622E01023,GAYATRI,  79.58 ,-, - ,-, - ,  79.58 ,Small Cap
3102,WSFX Global Pay Limited,INE549D01012,WSFX,  79.35 ,-, - ,-, - ,  79.35 ,Small Cap
3103,MRC AGROTECH LIMITED,INE333Y01017,MRCAGRO,  79.31 ,-, - ,-, - ,  79.31 ,Small Cap
3104,Noida Toll Bridge Company Ltd,INE781B01015,NOIDATOLL,  79.33 ,NOIDATOLL,  79.16 ,-, - ,  79.25 ,Small Cap
3105,Shree Krishna Paper Mills & Industr,INE970C01012,SKPMIL,  79.20 ,-, - ,-, - ,  79.20 ,Small Cap
3106,Banas Finance Limited,INE521L01030,BANASFN,  79.17 ,-, - ,-, - ,  79.17 ,Small Cap
3107,Riba Textiles Ltd.,INE811H01017,RIBATEX,  79.16 ,-, - ,-, - ,  79.16 ,Small Cap
3108,MENA MANI INDUSTRIES LIMITED,INE148B01033,MENAMANI,  79.03 ,-, - ,-, - ,  79.03 ,Small Cap
3109,Share Samadhan Limited,INE0LY301010,SSL,  78.85 ,-, - ,-, - ,  78.85 ,Small Cap
3110,Sanrhea Technical Textiles Ltd.,INE589J01015,SANTETX,  78.84 ,-, - ,-, - ,  78.84 ,Small Cap
3111,CONSTRONICS INFRA LIMITED,INE537B01011,CONSTRONIC,  78.68 ,-, - ,-, - ,  78.68 ,Small Cap
3112,3P LAND HOLDINGS LTD.,INE105C01023,3PLAND,  78.64 ,3PLAND,  78.63 ,-, - ,  78.63 ,Small Cap
3113,Kothari Fermanatation & Biochem Ltd,INE991B01010,KFBL,  78.58 ,-, - ,-, - ,  78.58 ,Small Cap
3114,Inter Globe Finance Ltd.,INE661M01016,INTRGLB,  78.44 ,-, - ,-, - ,  78.44 ,Small Cap
3115,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,SECURKLOUD,  78.47 ,SECURKLOUD,  78.18 ,-, - ,  78.32 ,Small Cap
3116,Sunil Healthcare Limited,INE671C01016,SUNLOC,  78.32 ,-, - ,-, - ,  78.32 ,Small Cap
3117,VSF Projects Limited,INE923K01014,VSFPROJ,  78.27 ,-, - ,-, - ,  78.27 ,Small Cap
3118,Dhampure Speciality Sugars Ltd.,INE956B01013,DHAMPURE,  78.11 ,-, - ,-, - ,  78.11 ,Small Cap
3119,Creative Castings Limited,INE146E01015,CREATIVE,  77.99 ,-, - ,-, - ,  77.99 ,Small Cap
3120,Jeevan Scientific Technology Limited,INE237B01018,JSTL,  77.88 ,-, - ,-, - ,  77.88 ,Small Cap
3121,HYPERSOFT TECHNOLOGIES LIMITED,INE039D01014,HYPERSOFT,  77.84 ,-, - ,-, - ,  77.84 ,Small Cap
3122,LAKHOTIA POLYESTERS (INDIA) LIMITED,INE191O01010,LAKHOTIA,  77.57 ,-, - ,-, - ,  77.57 ,Small Cap
3123,TRESCON LIMITED,INE088D01011,TRESCON,  77.50 ,-, - ,-, - ,  77.50 ,Small Cap
3124,THREE M PAPER BOARDS LIMITED,INE0UK501010,THREEMPAPE,  77.37 ,-, - ,-, - ,  77.37 ,Small Cap
3125,EVERLON FINANCIALS LIMITED,INE339D01034,EVERFIN,  77.12 ,-, - ,-, - ,  77.12 ,Small Cap
3126,3B FILMS LIMITED,INE0TE101010,3BFILMS,  77.05 ,-, - ,-, - ,  77.05 ,Small Cap
3127,Logiciel Solutions Limited,INE1BA901016,LOGICIEL,  76.98 ,-, - ,-, - ,  76.98 ,Small Cap
3128,PRARUH TECHNOLOGIES LIMITED,INE0TI501017,PRARUH,  76.81 ,-, - ,-, - ,  76.81 ,Small Cap
3129,Sylph Industries Limited,INE706F01021,SYLPH,  76.77 ,-, - ,-, - ,  76.77 ,Small Cap
3130,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,INE318N01011,METSL,  76.73 ,-, - ,-, - ,  76.73 ,Small Cap
3131,Gayatri BioOrganics Ltd,INE052E01015,GAYATRIBI,  76.65 ,-, - ,-, - ,  76.65 ,Small Cap
3132,TEAM24 CONSUMER PRODUCTS LIMITED,INE601A01017,TEAM24,  76.44 ,-, - ,-, - ,  76.44 ,Small Cap
3133,Teamo Productions HQ Limited,INE065J01024,TPHQ,  76.78 ,TPHQ,  75.71 ,-, - ,  76.24 ,Small Cap
3134,Mysore Petro Chemicals Ltd.,INE741A01011,MYSORPETRO,  76.24 ,-, - ,-, - ,  76.24 ,Small Cap
3135,RAJ OIL MILLS LIMITED,INE294G01026,ROML,  76.16 ,ROML,  76.14 ,-, - ,  76.15 ,Small Cap
3136,Paras Petrofils Ltd.,INE162C01024,PARASPETRO,  76.21 ,PARASPETRO,  76.03 ,-, - ,  76.12 ,Small Cap
3137,Franklin Industries Limited,INE789R01022,FRANKLININD,  75.99 ,-, - ,-, - ,  75.99 ,Small Cap
3138,Bombay Cycle & Motor Agency Ltd.,INE691K01017,BOMBCYC,  75.98 ,-, - ,-, - ,  75.98 ,Small Cap
3139,Ahlada Engineers Ltd.,INE00PV01013,-, - ,AHLADA,  75.97 ,-, - ,  75.97 ,Small Cap
3140,Trustedge Capital Limited,INE398H01015,TRUSTEDGE,  75.77 ,-, - ,-, - ,  75.77 ,Small Cap
3141,Ascensive Educare Limited,INE0E4I01027,ASCENSIVE,  75.74 ,-, - ,-, - ,  75.74 ,Small Cap
3142,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,INE472C01027,SHRISTI,  75.68 ,-, - ,-, - ,  75.68 ,Small Cap
3143,Eros International Media Limited,INE416L01017,EROSMEDIA,  75.68 ,-, - ,-, - ,  75.68 ,Small Cap
3144,Transcorp International Ltd.,INE330E01023,TRANSCOR,  75.66 ,-, - ,-, - ,  75.66 ,Small Cap
3145,Sunayana Investment Company Limited,INE724R01011,-, - ,-, - ,SUNAYANA,  75.62 ,  75.62 ,Small Cap
3146,Dhanlaxmi Cotex Ltd.,INE977F01010,DHANCOT,  75.46 ,-, - ,-, - ,  75.46 ,Small Cap
3147,Atlas Cycles (Haryana) Ltd.,INE446A01025,ATLASCYCLE,  75.40 ,ATLASCYCLE,  75.22 ,-, - ,  75.31 ,Small Cap
3148,Sky Industries Ltd,INE765B01018,SKYIND,  75.24 ,-, - ,-, - ,  75.24 ,Small Cap
3149,MAXGROW INDIA LIMITED,INE485D01043,MAXGROW,  75.17 ,-, - ,-, - ,  75.17 ,Small Cap
3150,Aris International Limited,INE588E01026,ARISINT,  75.16 ,-, - ,-, - ,  75.16 ,Small Cap
3151,KAIZEN AGRO INFRABUILD LIMITED,INE891N01017,KAIZENAGRO,  75.12 ,-, - ,-, - ,  75.12 ,Small Cap
3152,BIOGEN PHARMACHEM INDUSTRIES LIMITED,INE703D01023,BIOGEN,  75.06 ,-, - ,-, - ,  75.06 ,Small Cap
3153,Ashnoor Textiles Mills Ltd.,INE372I01018,ASHNOOR,  74.97 ,-, - ,-, - ,  74.97 ,Small Cap
3154,STELLANT SECURITIES (INDIA) LIMITED,INE395F01023,STELLANT,  74.89 ,-, - ,-, - ,  74.89 ,Small Cap
3155,SHEKHAWATI INDUSTRIES LIMITED,INE268L01046,SHEKHAWATI,  74.86 ,-, - ,-, - ,  74.86 ,Small Cap
3156,Punj LLoyd Ltd,INE701B01021,PUNJLLOYD,  74.84 ,-, - ,-, - ,  74.84 ,Small Cap
3157,TRANS INDIA HOUSE IMPEX LIMITED,INE502D01011,TIHIL,  74.63 ,-, - ,-, - ,  74.63 ,Small Cap
3158,Elegant Marbles & Grani Industries,INE095B01010,ELEMARB,  74.49 ,-, - ,-, - ,  74.49 ,Small Cap
3159,Shekhawati Industries Ltd.,INE268L01020,-, - ,SHEKHAWATI,  74.49 ,-, - ,  74.49 ,Small Cap
3160,Mangal Compusolution Limited,INE0RU901015,MANGALCOMP,  74.33 ,-, - ,-, - ,  74.33 ,Small Cap
3161,Tirupati Fincorp Limited,INE642O01012,TIRUFIN,  74.16 ,-, - ,-, - ,  74.16 ,Small Cap
3162,Minal Industries Limited,INE097E01028,MINALIND,  74.12 ,-, - ,-, - ,  74.12 ,Small Cap
3163,Terai Tea Co. Ltd.,INE390D01011,TERAI,  74.03 ,-, - ,-, - ,  74.03 ,Small Cap
3164,Filtra Consultants and Engineers Limited,INE541R01019,FILTRA,  73.73 ,-, - ,-, - ,  73.73 ,Small Cap
3165,Oriental Trimex Limited,INE998H01012,ORIENTALTL,  73.74 ,ORIENTALTL,  73.64 ,-, - ,  73.69 ,Small Cap
3166,EIKO LIFESCIENCES LIMITED,INE666Q01016,EIKO,  73.67 ,-, - ,-, - ,  73.67 ,Small Cap
3167,Daikaffil Chemicals India Ltd.,INE789B01018,DAIKAFFI,  73.62 ,-, - ,-, - ,  73.62 ,Small Cap
3168,Garnet Construction Ltd.,INE797D01017,GARNET,  73.56 ,-, - ,-, - ,  73.56 ,Small Cap
3169,Future Market Networks Limited,INE360L01017,FMNL,  73.69 ,FMNL,  73.36 ,-, - ,  73.53 ,Small Cap
3170,Oceanic Foods Limited,INE711V01010,OCEANIC,  73.49 ,-, - ,-, - ,  73.49 ,Small Cap
3171,Odyssey Corporation Ltd.,INE839E01023,ODYCORP,  73.31 ,-, - ,-, - ,  73.31 ,Small Cap
3172,Ecoboard Industries Ltd,INE866A01016,ECOBOAR,  73.25 ,-, - ,-, - ,  73.25 ,Small Cap
3173,Dhatre Udyog Limited,INE715T01031,DHATRE,  73.22 ,-, - ,-, - ,  73.22 ,Small Cap
3174,My Money Securities Ltd.,INE232L01018,MYMONEY,  73.14 ,-, - ,-, - ,  73.14 ,Small Cap
3175,V R Woodart Ltd,INE317D01014,VRWODAR,  73.13 ,-, - ,-, - ,  73.13 ,Small Cap
3176,COMFORT FINCAP LIMITED,INE274M01026,COMFINCAP,  72.67 ,-, - ,-, - ,  72.67 ,Small Cap
3177,FLEXITUFF VENTURES INTERNATIONAL LIMITED,INE060J01017,FLEXITUFF,  73.87 ,FLEXITUFF,  71.42 ,-, - ,  72.64 ,Small Cap
3178,G.V. Films  Ltd.,INE395B01048,GVFILM,  72.60 ,-, - ,-, - ,  72.60 ,Small Cap
3179,Swashthik Plascon Limited,INE0RDR01012,SPL,  72.56 ,-, - ,-, - ,  72.56 ,Small Cap
3180,Norben Tea & Exports Ltd,INE369C01017,NORBTEAEXP,  73.16 ,NORBTEAEXP,  71.91 ,-, - ,  72.53 ,Small Cap
3181,JAMSHRI REALTY LIMITED,INE462D01034,JAMSHRI,  72.39 ,-, - ,-, - ,  72.39 ,Small Cap
3182,Dutron  Polymers Ltd.,INE940C01015,DUTRON,  72.35 ,-, - ,-, - ,  72.35 ,Small Cap
3183,Kreon Finnancial Services Limited,INE302C01018,KREONFIN,  72.10 ,-, - ,-, - ,  72.10 ,Small Cap
3184,Dhanalaxmi Roto Spinners Ltd.,INE220C01012,DHANROTO,  72.03 ,-, - ,-, - ,  72.03 ,Small Cap
3185,Deep Diamond India Limited,INE005G01026,DDIL,  71.98 ,-, - ,-, - ,  71.98 ,Small Cap
3186,Rudra Gas Enterprise Limited,INE0OYK01010,RUDRAGAS,  71.93 ,-, - ,-, - ,  71.93 ,Small Cap
3187,Bang Overseas Ltd,INE863I01016,BANG,  72.07 ,BANG,  71.70 ,-, - ,  71.89 ,Small Cap
3188,Joindre Capital Services Ltd.,INE024B01010,JOINDRE,  71.86 ,-, - ,-, - ,  71.86 ,Small Cap
3189,Gujarat Poly Electronics Limited,INE541F01022,GUJARATPOLY,  71.80 ,-, - ,-, - ,  71.80 ,Small Cap
3190,HARSHIL AGROTECH LIMITED,INE098E01026,HARSHILAGR,  71.75 ,-, - ,-, - ,  71.75 ,Small Cap
3191,TOYAM SPORTS LIMITED,INE457P01020,TOYAMSL,  71.53 ,-, - ,TOYAMSL,  71.51 ,  71.52 ,Small Cap
3192,Meera Industries Limited,INE343X01018,MEERA,  71.49 ,-, - ,-, - ,  71.49 ,Small Cap
3193,Aimco Pesticides Ltd.,INE008B01013,AIMCOPEST,  71.41 ,-, - ,-, - ,  71.41 ,Small Cap
3194,Ansal Properties & Infrastructure Ltd.,INE436A01026,ANSALAPI,  70.95 ,ANSALAPI,  70.75 ,-, - ,  70.85 ,Small Cap
3195,Jhandewalas Foods Limited,INE841Y01019,JFL,  70.69 ,-, - ,-, - ,  70.69 ,Small Cap
3196,Hariyana Ship Breakers Ltd.,INE400G01011,HRYNSHP,  70.64 ,-, - ,-, - ,  70.64 ,Small Cap
3197,NEXOME CAPITAL MARKETS LIMITED,INE641A01013,NEXOME,  70.63 ,-, - ,-, - ,  70.63 ,Small Cap
3198,ANSAL HOUSING LIMITED,INE880B01015,ANSALHSG,  70.28 ,-, - ,-, - ,  70.28 ,Small Cap
3199,TPI India Ltd.,INE578C01021,TPINDIA,  70.12 ,-, - ,-, - ,  70.12 ,Small Cap
3200,ARC Finance Limited,INE202R01026,ARCFIN,  70.05 ,-, - ,-, - ,  70.05 ,Small Cap
3201,ADITYA CONSUMER MARKETING LIMITED,INE427V01013,ACML,  70.04 ,-, - ,-, - ,  70.04 ,Small Cap
3202,Vistar Amar Limited,INE878P01019,VISTARAMAR,  70.04 ,-, - ,-, - ,  70.04 ,Small Cap
3203,Anjani Foods Limited,INE096I01021,ANJANIFOODS,  70.03 ,-, - ,-, - ,  70.03 ,Small Cap
3204,Identixweb Limited,INE0PA401012,IDENTIXWEB,  70.02 ,-, - ,-, - ,  70.02 ,Small Cap
3205,Corporate Merchant Bankers Limited,INE850R01014,CMBL,  70.01 ,-, - ,CMBL,  69.99 ,  70.00 ,Small Cap
3206,ONIX SOLAR ENERGY LIMITED,INE173M01012,ONIXSOLAR,  69.71 ,-, - ,-, - ,  69.71 ,Small Cap
3207,Balkrishna Paper Mills Ltd,INE875R01011,BALKRISHNA,  69.71 ,BALKRISHNA,  69.62 ,-, - ,  69.66 ,Small Cap
3208,Padam Cotton Yarns Ltd.,INE448D01025,PADAMCO,  69.65 ,-, - ,-, - ,  69.65 ,Small Cap
3209,Lykis Limited,INE624M01014,LYKISLTD,  69.43 ,-, - ,-, - ,  69.43 ,Small Cap
3210,NUKLEUS OFFICE SOLUTIONS LIMITED,INE0VYX01018,NUKLEUS,  69.38 ,-, - ,-, - ,  69.38 ,Small Cap
3211,Apoorva Leasing Finance & Investment Company Limited,INE217S01014,APOORVA,  69.32 ,-, - ,-, - ,  69.32 ,Small Cap
3212,Krypton Industries Ltd,INE951B01014,KRYPTONQ,  69.23 ,-, - ,-, - ,  69.23 ,Small Cap
3213,Phoenix International Ltd.,INE245B01011,PHOENXINTL,  68.78 ,-, - ,-, - ,  68.78 ,Small Cap
